95.164.159.93 - - [07/Apr/2024:02:29:18 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 200 5289 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "95.164.159.93" response-time=0.006
43.133.72.69 - - [08/Apr/2024:15:19:00 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "43.133.72.69" response-time=0.003
43.163.8.36 - - [08/Apr/2024:21:06:23 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "43.163.8.36" response-time=4.804
123.60.68.42 - - [09/Apr/2024:00:47:38 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Windows NT 9.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.2402.88 Safari/537.36" "123.60.68.42" response-time=0.009
99.250.177.58 - - [09/Apr/2024:00:47:42 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.095
99.250.177.58 - - [09/Apr/2024:00:47:42 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.020
99.250.177.58 - - [09/Apr/2024:00:47:42 +0000] "GET /static/core/css/styles.css HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.026
99.250.177.58 - - [09/Apr/2024:00:47:42 +0000] "GET /static/core/images/se_figma.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [09/Apr/2024:00:47:42 +0000] "GET /static/core/images/parth.png HTTP/1.1" 200 325649 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.009
99.250.177.58 - - [09/Apr/2024:00:47:42 +0000] "GET /static/core/images/de_processing.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [09/Apr/2024:00:47:42 +0000] "GET /static/core/images/data_collection.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [09/Apr/2024:00:47:42 +0000] "GET /static/core/images/de_storage.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.003
99.250.177.58 - - [09/Apr/2024:00:47:42 +0000] "GET /static/core/js/script.js HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.005
99.250.177.58 - - [09/Apr/2024:00:47:42 +0000] "GET /static/core/images/data_transformation.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [09/Apr/2024:00:47:42 +0000] "GET /static/core/images/de_modeling.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [09/Apr/2024:00:47:42 +0000] "GET /static/core/images/de_prot.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [09/Apr/2024:00:47:42 +0000] "GET /static/core/images/de_opt.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [09/Apr/2024:00:47:42 +0000] "GET /static/core/images/data_maintenance.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
43.159.128.68 - - [09/Apr/2024:01:38:56 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "43.159.128.68" response-time=0.003
170.106.171.77 - - [09/Apr/2024:02:03:35 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "170.106.171.77" response-time=0.002
35.202.72.83 - - [09/Apr/2024:06:02:59 +0000] "GET / HTTP/1.1" 200 3144 "http://www.google.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36" "35.202.72.83" response-time=0.004
45.139.36.178 - - [09/Apr/2024:06:08:25 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "45.139.36.178" response-time=0.002
45.139.36.178 - - [09/Apr/2024:06:08:25 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "45.139.36.178" response-time=0.005
54.209.207.243 - - [09/Apr/2024:06:08:25 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "54.209.207.243" response-time=0.001
44.212.57.230 - - [09/Apr/2024:06:08:25 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "44.212.57.230" response-time=0.001
45.139.36.178 - - [09/Apr/2024:06:08:25 +0000] "GET /favicon.png HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "45.139.36.178" response-time=0.001
54.209.207.243 - - [09/Apr/2024:06:08:25 +0000] "GET /favicon.png HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "54.209.207.243" response-time=0.003
44.212.57.230 - - [09/Apr/2024:06:08:25 +0000] "GET /favicon.png HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "44.212.57.230" response-time=0.004
193.34.75.89 - - [09/Apr/2024:07:24:09 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 200 5289 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "193.34.75.89" response-time=0.021
209.127.106.234 - - [09/Apr/2024:07:24:15 +0000] "GET /static/core/images/parth.png HTTP/1.1" 200 325649 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "209.127.106.234" response-time=0.019
209.127.110.151 - - [09/Apr/2024:07:24:16 +0000] "GET /static/core/images/data_collection.png HTTP/1.1" 200 2621 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 13_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "209.127.110.151" response-time=0.003
38.154.186.213 - - [09/Apr/2024:07:24:17 +0000] "GET /static/core/images/de_processing.png HTTP/1.1" 200 4868 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "38.154.186.213" response-time=0.020
191.102.170.86 - - [09/Apr/2024:07:24:17 +0000] "GET /static/core/images/de_storage.png HTTP/1.1" 200 4172 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 13_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "191.102.170.86" response-time=0.008
45.139.66.142 - - [09/Apr/2024:07:24:18 +0000] "GET /static/core/images/data_transformation.png HTTP/1.1" 200 6100 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "45.139.66.142" response-time=0.026
190.123.209.175 - - [09/Apr/2024:07:24:18 +0000] "GET /static/core/images/de_modeling.png HTTP/1.1" 200 4448 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "190.123.209.175" response-time=0.003
45.139.64.196 - - [09/Apr/2024:07:24:18 +0000] "GET /static/core/images/de_prot.png HTTP/1.1" 200 4012 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 13_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "45.139.64.196" response-time=0.003
95.164.156.6 - - [09/Apr/2024:07:24:18 +0000] "GET /static/core/images/de_opt.png HTTP/1.1" 200 6844 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "95.164.156.6" response-time=0.003
191.102.179.86 - - [09/Apr/2024:07:24:18 +0000] "GET /static/core/images/data_maintenance.png HTTP/1.1" 200 3460 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "191.102.179.86" response-time=0.004
38.154.198.233 - - [09/Apr/2024:07:24:23 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "38.154.198.233" response-time=0.003
192.175.111.232 - - [09/Apr/2024:07:31:02 +0000] "GET / HTTP/1.1" 200 13209 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "192.175.111.232" response-time=0.002
64.15.129.120 - - [09/Apr/2024:07:31:02 +0000] "GET / HTTP/1.1" 200 13209 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "64.15.129.120" response-time=0.002
64.15.129.115 - - [09/Apr/2024:07:31:02 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "64.15.129.115" response-time=0.002
192.175.111.243 - - [09/Apr/2024:07:31:03 +0000] "GET / HTTP/1.1" 200 13209 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "192.175.111.243" response-time=0.005
64.15.129.102 - - [09/Apr/2024:07:31:03 +0000] "GET / HTTP/1.1" 200 13209 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "64.15.129.102" response-time=0.002
66.249.65.240 - - [09/Apr/2024:07:53:20 +0000] "GET /robots.txt HTTP/1.1" 404 207 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.240" response-time=0.001
66.249.65.241 - - [09/Apr/2024:07:53:20 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.241" response-time=0.001
66.249.65.241 - - [09/Apr/2024:07:53:20 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.241" response-time=0.002
66.249.65.241 - - [09/Apr/2024:07:53:23 +0000] "GET /static/core/css/styles.css HTTP/1.1" 200 1730 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.241" response-time=0.006
66.249.65.239 - - [09/Apr/2024:07:53:23 +0000] "GET /static/core/js/script.js HTTP/1.1" 200 609 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.239" response-time=0.004
66.249.65.239 - - [09/Apr/2024:07:53:31 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.239" response-time=0.002
66.249.65.239 - - [09/Apr/2024:07:53:31 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.239" response-time=0.003
66.249.65.239 - - [09/Apr/2024:07:53:31 +0000] "GET /static/core/css/styles.css HTTP/1.1" 200 1730 "https://www.parth-dataexpert.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/122.0.6261.94 Safari/537.36" "66.249.65.239" response-time=0.003
66.249.65.239 - - [09/Apr/2024:07:53:31 +0000] "GET /static/core/js/script.js HTTP/1.1" 200 609 "https://www.parth-dataexpert.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/122.0.6261.94 Safari/537.36" "66.249.65.239" response-time=0.002
66.249.65.239 - - [09/Apr/2024:07:53:31 +0000] "GET /static/core/css/styles.css HTTP/1.1" 200 1730 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.239" response-time=0.002
66.249.65.239 - - [09/Apr/2024:07:53:33 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Googlebot-Image/1.0" "66.249.65.239" response-time=0.001
66.249.65.239 - - [09/Apr/2024:07:53:35 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.239" response-time=0.002
66.249.65.239 - - [09/Apr/2024:07:53:35 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.239" response-time=0.002
66.249.65.239 - - [09/Apr/2024:07:53:35 +0000] "GET /static/core/css/styles.css HTTP/1.1" 200 1730 "https://www.parth-dataexpert.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/122.0.6261.94 Safari/537.36" "66.249.65.239" response-time=0.003
66.249.65.239 - - [09/Apr/2024:07:53:35 +0000] "GET /static/core/css/styles.css HTTP/1.1" 200 1730 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.239" response-time=0.003
66.249.65.239 - - [09/Apr/2024:07:53:35 +0000] "GET /static/core/js/script.js HTTP/1.1" 200 609 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.239" response-time=0.002
66.249.65.239 - - [09/Apr/2024:07:53:35 +0000] "GET /static/core/js/script.js HTTP/1.1" 200 609 "https://www.parth-dataexpert.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/122.0.6261.94 Safari/537.36" "66.249.65.239" response-time=0.002
124.225.164.130 - - [09/Apr/2024:09:31:01 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "124.225.164.130" response-time=0.002
51.158.37.195 - - [09/Apr/2024:11:54:26 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.3" "51.158.37.195" response-time=0.003
51.158.37.195 - - [09/Apr/2024:11:54:27 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.3" "51.158.37.195" response-time=0.004
51.158.37.195 - - [09/Apr/2024:11:54:27 +0000] "GET /ads.txt HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.3" "51.158.37.195" response-time=0.001
51.158.37.195 - - [09/Apr/2024:11:54:28 +0000] "GET /app-ads.txt HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.3" "51.158.37.195" response-time=0.001
51.158.37.195 - - [09/Apr/2024:11:54:28 +0000] "GET /sellers.json HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.3" "51.158.37.195" response-time=0.010
51.158.37.195 - - [09/Apr/2024:11:54:30 +0000] "GET /static/core/js/script.js HTTP/1.1" 200 609 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.3" "51.158.37.195" response-time=0.009
43.153.93.68 - - [09/Apr/2024:12:04:24 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "43.153.93.68" response-time=0.012
43.128.110.17 - - [09/Apr/2024:15:04:21 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "43.128.110.17" response-time=0.054
95.217.18.177 - - [09/Apr/2024:16:42:27 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36" "95.217.18.177" response-time=0.053
123.60.68.42 - - [09/Apr/2024:16:59:16 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Windows NT 5.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.1296.88 Safari/537.36" "123.60.68.42" response-time=0.003
54.152.230.36 - - [09/Apr/2024:18:04:16 +0000] "GET / HTTP/1.1" 200 13209 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "54.152.230.36" response-time=5.190
66.249.65.241 - - [09/Apr/2024:18:50:33 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.241" response-time=0.002
66.249.65.240 - - [09/Apr/2024:18:50:34 +0000] "GET /static/core/support/Resume%20-%20Parth%20Patel.pdf HTTP/1.1" 200 105565 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.240" response-time=0.013
43.153.93.68 - - [09/Apr/2024:21:04:17 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "43.153.93.68" response-time=0.003
99.250.177.58 - - [09/Apr/2024:23:44:26 +0000] "GET / HTTP/1.1" 200 3144 "https://www.linkedin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.002
99.250.177.58 - - [09/Apr/2024:23:44:26 +0000] "GET /static/core/css/styles.css HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.020
99.250.177.58 - - [09/Apr/2024:23:44:27 +0000] "GET /static/core/images/parth.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.002
99.250.177.58 - - [09/Apr/2024:23:44:27 +0000] "GET /static/core/images/data_collection.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.001
99.250.177.58 - - [09/Apr/2024:23:44:27 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.003
99.250.177.58 - - [09/Apr/2024:23:44:27 +0000] "GET /static/core/images/se_figma.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.004
99.250.177.58 - - [09/Apr/2024:23:44:27 +0000] "GET /static/core/images/de_storage.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.002
99.250.177.58 - - [09/Apr/2024:23:44:27 +0000] "GET /static/core/js/script.js HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.003
99.250.177.58 - - [09/Apr/2024:23:44:27 +0000] "GET /static/core/images/de_processing.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.018
